436,EL 1.9 PS,13,84
437,ELX 1.9,13,84
438,ELX 1.9 SP,13,84
439,1.2 EL PS,13,85
440,1.2 EL,13,85
441,1.2 ELX,13,85
442,1.2 Sport,13,85
443,1.6 Sport,13,85
444,SD 1.3,13,86
445,SDE 1.3,13,86
446,SDX 1.3,13,86
447,SL 1.1,13,86
448,SLE 1.1,13,86
449,SLX 1.1,13,86
450,Sport 1.6,13,86
451,1.2 EL PS,13,87
452,1.2 EL,13,87
453,1.2 ELX,13,87
454,1.2 Sport,13,87
455,1.6 GTX,13,87
456,1.6 GTX SP,13,87
457,1.6 S10,13,87
458,Adventure 1.6,13,87
459,Adventure 1.9 D,13,87
460,Weekend 1.6 SP,13,87
461,Weekend 1.6,13,87
462,EL 1.9 PS,13,89
463,ELX 1.9 PS,13,89
464,EL 1.2,13,88
465,EL 1.6 PS,13,88
466,ELX 1.2 PS,13,88
467,ELX 1.6 PS,13,88
468,ELX 1.6 SP,13,91
469,ELX 1.6,13,91
470,ELX 1.7 SP,13,91
471,ED 1.2,13,90
472,EL 1.2 PS,13,90
473,EL 1.6,13,90
474,EL 1.7 PS,13,90
475,ELX 1.2,13,90
476,ELX 1.2 SP,13,90
477,ELX 1.6,13,90
478,ELX 1.7 PS,13,90
479,EX 1.2,13,90
480,Maestro 1.6 PS,13,90
481,Maestro 1.6,13,90
482,Diesel AC,13,92
483,Diesel,13,92
484,EL 1.2 AC,13,92
485,EL 1.2,13,92
486,EL 1.7 AC,13,92
487,EL 1.7,13,92
488,ELX 1.2 AC,13,92
489,ELX 1.7 AC,13,92
490,Jubilee AC,13,92
491,Petrol AC,13,92
492,Trend 1.2 AC,13,92
493,Trend 1.2,13,92
494,Trend 1.7 AC,13,92
495,Trend 1.7,13,92
496,5 STR 2.2,14,93
497,6 STR 2.2,14,93
498,SX 7 STR,14,93
499,Hard Top 4x2,14,94
500,Soft Top 4x2,14,94
501,Soft Top 4x4,14,94
502,1.5 TDCi Ambiente,15,95
503,1.5 TDCi Titanium Plus,15,95
504,1.5 TDCi Trend,15,95
505,Titanium 1.2,15,95
506,1.6 Petrol,15,96
507,1.4 TDCi CLXi,15,97
508,1.4 TDCi LXi,15,97
509,1.4 TDCi Titanium,15,97
510,1.6 Duractec CLXi,15,97
511,1.6 Duractec LXi,15,97
512,1.6 Duractec Titanium,15,97
513,2.5L 4x2,15,98
514,3.0L 4x2 AT,15,98
515,3.0L 4x4 AT,15,98
516,Hurricane LE,15,98
517,Alpha 1.6,15,99
518,Ambiente Petrol,15,100
519,Style Petrol,15,100
520,Titanium Petrol,15,100
521,Trend Petrol,15,100
522,Titanium Diesel,15,100
523,Style Diesel,15,100
524,Duratec Petrol EXI 1.2,15,102
525,Duratec Petrol LXI 1.2,15,102
526,Duratec Petrol LXI 1.4,15,102
527,1.2 Ambiente MT,15,103
528,1.2 Titanium MT,15,103
529,1.2 Titanium+ MT,15,103
530,1.2 Trend,15,103
531,1.2 Trend MT,15,103
532,1.5 Titanium MT,15,103
533,Titanium MT,15,103
534,With ABS [2004 - 2010],15,104
535,14 TDCi Diesel [2007 - 2010],15,104
536,16 Petrol [2004-2010],15,104
537,Plus Diesel [2009-2010 ],15,104
538,Plus Petrol [2009-2010 ],15,104
539,Ikon 1.3 NXT,15,105
540,Ikon 1.3 Rocam,15,105
541,Ikon 1.3 Flair,15,105
542,Ikon iKool Music Edition,15,105
543,Ikon 1.6 Rally Sport,15,105
544,Ikon iKool Rocam,15,105
545,Ikon 1.3 CLXI,15,105
546,Ikon 1.6 EXI,15,105
547,Ikon 1.6 CLXI,15,105
548,Ikon 1.6 ZXI,15,105
549,Ikon 1.6 NXT,15,105
550,Ikon 1.3 IRIS,15,105
551,Ikon 1.6 SXI,15,105
552,Ikon 1.4 Duratorq,15,105
553,Ikon iKool DuraTorq,15,105
554,Ikon 1.8 EXI,15,105
555,Ikon 1.8 ZXI,15,105
556,Ikon 1.8 SXI,15,105
557,Petrol,15,106
558,Duratec HE[2001-2004],15,107
559,Duratorq DI[2001-2005],15,107
560,Ghia Duratec[2005-2006],15,107
561,Petrol,15,109
562,Hyundai-santro,18,139
563,Avigo 2000 DSZ,16,110
564,Classic 1500 DSL AC[2001-2007],16,110
565,Classic 1500 DSL[2001-2007],16,110
566,Classic 1800 ISZ AC CNG,16,110
567,Classic 1800 ISZ AC[1993-2000],16,110
568,Classic 1800 ISZ CNG,16,110
569,Classic 1800 ISZ MPFI,16,110
570,Classic 1800 ISZ MPFI AC,16,110
571,Classic 1800 ISZ MPFI AC PS,16,110
572,Classic 1800 ISZ MPFI PS,16,110
573,Classic 1800 ISZ[1993-2000],16,110
574,Classic 2000 DSZ,16,110
575,Classic 2000 DSZ AC,16,110
576,Classic 2000 DSZ AC PS,16,110
577,Classic Nova Diesel Deluxe[1998-2001],16,110
578,Classic Nova Diesel[1990-1998],16,110
579,Classic Nova Petrol[1990-1997],16,110
580,Grand 1800 ISZ CNG,16,110
581,Grand 1800 ISZ MPFI,16,110
582,Grand 1800 ISZ MPFI PW CL,16,110
583,Grand 1800 ISZ MPFI PW CL CNG,16,110
584,Grand 2000 DSZ,16,110
585,Grand 2000 DSZ PW CL,16,110
587,1.8 GL Classic[1990-1996],16,111
588,1.8 GLX[1996-2003],16,111
589,2.0 DSL [1996-2003],16,111
590,1.8 MT,17,112
591,2.0 AT,17,112
592,2.3 ATi AT[2001-2002],17,112
593,2.3 ATi MT[2001-2002],17,112
594,2.3 VTi-L AT[2001-2003],17,112
595,2.3 VTi-L MT[2001-2003],17,112
596,2.4 AT,17,112
597,2.4 AT[2008-2011],17,112
598,2.4 Elagence AT[2008-2011],17,112
599,2.4 Elagence MT[2008-2011],17,112
600,2.4 Inspire AT[2008-2011],17,112
601,2.4 Inspire MT[2008-2011],17,112
602,2.4 MT,17,112
603,2.4 MT[2008-2011],17,112
604,2.4 Vti MT,17,112
605,2.4 Vti-L AT[2003-2008],17,112
606,3.0 V6 AT[2004-2008],17,112
607,3.5 V6,17,112
608,3.5 V6[2006-2010],17,112
609,1.5 E,17,126
610,1.5 i-DTEC S,17,126
612,1.5 i-DTEC V,17,126
613,1.5 i-DTEC VX,17,126
614,1.5 i-VTEC VX,17,126
615,1.5 V CVT,17,126
616,1.5L i-DTEC,17,126
617,EMT,17,113
618,EX MT,17,113
619,SMT,17,113
620,SMT,17,113
621,S(o) AT,17,113
622,V AT,17,113
623,V MT,17,113
624,VX AT,17,113
625,VX MT,17,113
626,2.0 2WD[2008-2013],17,120
627,2.0L 2WD AT,17,120
628,2.0L 2WD MT,17,120
629,2.4 AT[2007-2013],17,120
630,2.4 MT[2007-2013],17,120
631,2.4 2WD,17,120
632,2.4L 4WD AVN,17,120
633,2.0 AT[2003-2005],17,121
634,2.4 AT[2004-2007],17,121
635,2.4 MT[2004-2007],17,121
636,Petrol,17,122
637,1.5 corporate MT,17,114
638,1.5 E MT,17,114
639,1.5 E MT[2008-2011],17,114
640,1.5 S AT,17,114
641,1.5 S AT[2008-2011],17,114
642,1.5 S MT,17,114
643,1.5 S MT[2008-2011],17,114
644,1.5 V AT,17,114
645,1.5 V AT Exclusive[2009-2011],17,114
646,1.5 V AT Sunroof,17,114
647,1.5 V AT[2009-2011],17,114
648,1.5 V MT,17,114
649,1.5 V MT Exclusive[2009-2011],17,114
650,1.5 V MT Sunroof,17,114
651,1.5V MT[2009-2011],17,114
652,1.5 VTEC,17,114
653,i-DTEC,17,114
654,i-VTEC,17,114
655,SV MT,17,114
656,V AT(AVN),17,114
657,V MT(AVN),17,114
658,V MT CNG(compatible),17,114
659,1.3 DX[1998-2003],17,115
660,1.3  EXi[1998-2003],17,115
661,1.3  LXi[1998-2003],17,115
662,1.5 EXi AT[1998-2003],17,115
663,1.5 EXi New[2003-2005],17,115
664,1.5 EXi-S[1998-2003],17,115
665,1.5 EXi[1998-2003],17,115
666,1.5 GXi,17,115
667,1.5 GXi CVT[2003-2005],17,115
668,VTEC[2000-2003],17,115
669,CVT,17,116
670,GXi[2005-2008],17,116
671,VTEC Plus,17,116
672,VTEC[2005-2008],17,116
673,ZXi,17,116
674,1.8E MT[2008-2010],17,117
675,1.8S AT[2006-2011],17,117
676,1.8S MT,17,117
677,1.8V AT,17,117
678,1.8V AT Sunroof,17,117
679,1.8V MT,17,117
680,1.8V MT Sunroof,17,117
681,sport[2009-2010],17,117
682,CVT[2006-2010],17,118
683,Ex 1.6 MT,17,119
684,1.2E MT i VTEC,17,123
685,Active[2009-2011],17,123
686,Base Old[2009-2011],17,123
687,Jazz[2011-2013],17,123
688,Mode,17,123
689,S,17,123
690,Select,17,123
691,Select Edition Old[2010-2011],17,123
692,V i DTEC,17,123
693,V i-VTEC,17,123
694,X,17,123
695,X Old[2009-2011],17,123
696,E i-VTEC,17,124
697,S i-DTEC,17,124
698,S i-VTEC,17,124
699,V i-DTEC,17,124
700,V i-VTEC,17,124
701,Wagon,17,125
702,SMT,17,127
703,VX MT,17,127
704,CNG[2009-2012],18,128
705,CRDi[2002-2007],18,128
706,DLS[2000-2002],18,128
707,Execultive,18,128
708,Execultive Editon[2011-2012],18,128
709,Execultive LPG,18,128
710,GLE[2004-2010],18,128
711,GLE 1[1999-2002],18,128
712,GLE 2[1999-2002],18,128
713,1.0 SX PLUS,18,129
714,1.4 Base,18,130
715,1.4 S,18,130
716,1.6 E Plus,18,130
717,1.6 SX Diesel,18,130
718,1.6 SX Plus,18,130
719,1.6 SX Plus Auto,18,130
720,2.0 SX MT,18,131
721,CRDi[2004-2008],18,131
722,CRDI Decotent,18,131
723,CRDi Leather[2004-2008],18,131
724,GLS(Leather)[2004-2008],18,131
725,GLS[2004-2008],18,131
726,GT,18,131
727,Sportz,18,132
728,D-Lite,18,132
729,D-Lite+,18,132
730,D-Lite+LPG,18,132
731,D-LiteO[2011-2012],18,132
732,Era,18,132
733,Era+,18,132
734,Era+LPG,18,132
735,Megna+,18,132
736,Megna+LPG,18,132
737,MegnaO[2011-2012],18,132
738,GL[2004-2005],18,133
739,GLE[2004-2007],18,133
740,GLS[2004-2007],18,133
741,GLS ABS[2004-2005],18,133
742,GLX[2005-2007],18,133
743,GVS[2005-2007],18,133
744,1.1 GLE[2007-2010],18,134
745,1.1 GVS[2007-2010],18,134
746,1.1 GVS Option[2008-2010],18,134
747,1.3 GLS[2007-2010],18,134
748,1.3 GLX[2007-2010],18,134
749,1.3 GVS[2008-2010],18,134
750,1.5 GVS CRDi[2007-2010],18,134
751,1.6 Base,18,137
752,1.6 SMT,18,137
753,1.6 SX AT,18,137
754,1.6 SX MT,18,137
755,1.8 S,18,137
756,1.8 SX AT,18,137
757,1.8 SX MT,18,137
758,Delite CRDfi,19,149
759,Delite CRDfi- BS-IV,19,149
760,DLX,19,149
761,DLX Double-AC,19,149
762,Royal CRDfi,19,149
763,Royal CRDfi BS-IV,19,149
764,S1 AC,19,149
765,SI Non-AC,19,149
766,S2,19,149
767,MU 7 4X2 M/T DIESEL,20,150
768,2.2 Diesel V6,21,151
769,Diesel S V6,21,151
770,Petrol R V8,21,151
771,Petrol V8,21,151
772,3.O,21,152
773,5.O,21,152
774,R V8 Convertible,21,153
775,R V8 Couple,21,153
776,RS,21,153
777,V8 Convertible,21,153
778,V8 Convertible Spl,21,153
779,V8 Couple,21,153
780,V8 Couple Spl,21,153
781,1.4 Limited,22,154
782,2.0 Limited Plus 4X4,22,154
783,2.0 Longitude,22,154
784,Limited 2.0 4X2,22,154
785,Limited 2.0 4x4,22,154
786,Longitude(O) 2.0 Diesel,22,154
787,Sport 1.4,22,154
788,Sport 2.0,22,154
789,Seltos HTE G (Petrol),23,155
790,HTX,23,155
791,2013 LP 700-4 Roads1,24,156
792,LP 700-4,24,156
793,2013 LP 560-4,24,157
794,2014 LP 570-4,24,157
795,LP500-4 couple,24,157
796,Spyder,24,157
798,LP640,24,158
799,24L,25,159
800,TDV6 Diesel Automatic,25,160
801,3.0 L TDV6 Diesel,25,161
802,300H,26,166
803,450H,26,167
804,500H,26,168
805,500H,26,169
806,450D,26,170
807,570,26,170
808,300H LUXURY,26,171
809,F,26,172
810,450H LUXURY,26,173
811,2.0 SHARP MT,31,264
812,AC[1993-2001],27,174
813,GRAND 4WD[1999-2000],27,174
814,GRAND 2WD[1999-2000],27,174
815,STD[1993-2001],27,174
816,DI,27,176
817,EX,27,176
818,XL,27,176
819,SLX,27,176
820,SLE,27,176
821,Plus,27,176
822,PLUS AC,27,176
823,CJ 500 D,27,179
824,CJ 340,27,179
825,CJ 340 DP,27,179
826,MM 540,27,179
827,MM 540 XDB,27,179
828,MM 540 DP,27,179
829,MM 540 PE,27,179
830,1.2 MFACON D75 K2,27,180
831,1.2 MFACON G80 K8,27,180
832,1.2 MFACON D75 K8,27,180
833,1.5,27,182
834,M8,27,182
835,DI,27,183
836,DI DX,27,183
837,STD,27,183
838,DX ROYALE,27,183
839,1.5 MHAWK N4,27,184
840,1.5 MHAWK N4+,27,184
841,C2,27,185
842,C4,27,185
843,C6,27,185
844,C8,27,185
845,AC,27,186
846,CLASSE,27,186
847,STANDARD,27,186
848,EX,27,187
849,GETAWAY,27,187
850,GETAWAY 4WD,27,187
851,LX BS-III,27,187
852,LX BS-IV,27,187
853,S10 AT 4WD,27,187
854,2.6 XD[2002-2005],27,188
855,REV 116[2002-2005],27,188
856,MHAWK80 T4,27,190
857,MHAWK80 T6,27,190
858,DI 4WD,27,189
859,1.5 EXECUTIVE,27,191
860,1.5 D4 BS-III,27,191
861,1.5 D4 BS-IV,27,191
862,AC[1998-2002],27,192
863,STD[1998-2002],27,192
864,W4,27,193
865,W6,27,193
866,W6,27,193
867,W8,27,193
868,W4,27,194
869,W6,27,194
870,W8,27,194
871,H4,27,195
872,H9,27,195
873,H8 ABS,27,195
874,T2,27,177
875,TO,27,177
876,P4,27,178
877,P6,27,178
878,P8,27,178
879,AC[2003-2004],28,196
880,STD[2003-2006],28,196
881,4.7,29,241
882,4.2 AUTO,29,242
883,ABS with EBD,28,210
884,SPORT,34,290
885,Honda City 4th Generation,17,114
886,2012-2015 ZDI Plus,28,210
887,2.5 GX (Diesel) 7 Seater BS IV,44,386
888,1.0 RXT Optional,38,317
